#Optimization obtained via Optimization of the largest Eigenvalue
#
#Identifier DeltaT PurityOpt PurityStand MutInfOpt MutInfStand Purity1 Purity2 Purity3
#
1551 0.007126 0.966656 0.966656 1.288521 1.288521 1.000000 1.000000 1.000000
1552 0.007126 0.966656 0.966656 1.288521 1.288521 1.000000 1.000000 1.000000
1553 0.007126 0.966656 0.966656 1.288521 1.288521 1.000000 1.000000 1.000000
1554 0.007126 0.966656 0.966656 1.288520 1.288520 1.000000 1.000000 1.000000
1555 0.007126 0.966656 0.966656 1.288521 1.288521 1.000000 1.000000 1.000000
1556 0.007126 0.966656 0.966656 1.288521 1.288521 1.000000 1.000000 1.000000
1557 0.007126 0.966656 0.966656 1.288521 1.288521 1.000000 1.000000 1.000000
1558 0.007126 0.966656 0.966656 1.288521 1.288521 1.000000 1.000000 1.000000
1559 0.007126 0.966656 0.966656 1.288521 1.288521 1.000000 1.000000 1.000000
1560 0.007126 0.966657 0.966657 1.288521 1.288521 1.000000 1.000000 1.000000
1561 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1562 0.007406 0.965382 0.965382 1.285390 1.285390 1.000000 1.000000 1.000000
1563 0.007406 0.965382 0.965382 1.285393 1.285393 1.000000 1.000000 1.000000
1564 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1565 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1566 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1567 0.007406 0.965382 0.965382 1.285391 1.285391 1.000000 1.000000 1.000000
1568 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1569 0.007406 0.965382 0.965382 1.285391 1.285391 1.000000 1.000000 1.000000
1570 0.007406 0.965382 0.965382 1.285391 1.285391 1.000000 1.000000 1.000000
1571 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1572 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1573 0.007406 0.965382 0.965382 1.285391 1.285391 1.000000 1.000000 1.000000
1574 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1575 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1576 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1577 0.007406 0.965382 0.965382 1.285390 1.285390 1.000000 1.000000 1.000000
1578 0.007406 0.965382 0.965382 1.285390 1.285390 1.000000 1.000000 1.000000
1579 0.007406 0.965382 0.965382 1.285391 1.285391 1.000000 1.000000 1.000000
1580 0.007406 0.965382 0.965382 1.285393 1.285393 1.000000 1.000000 1.000000
1581 0.007406 0.965382 0.965382 1.285391 1.285391 1.000000 1.000000 1.000000
1582 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1583 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1584 0.007406 0.965382 0.965382 1.285393 1.285393 1.000000 1.000000 1.000000
1585 0.007406 0.965382 0.965382 1.285391 1.285391 1.000000 1.000000 1.000000
1586 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1587 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1588 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1589 0.007406 0.965382 0.965382 1.285393 1.285393 1.000000 1.000000 1.000000
1590 0.007406 0.965382 0.965382 1.285392 1.285392 1.000000 1.000000 1.000000
1591 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1592 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1593 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1594 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1595 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1596 0.007696 0.964060 0.964060 1.282168 1.282168 1.000000 1.000000 1.000000
1597 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1598 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1599 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1600 0.007696 0.964060 0.964060 1.282168 1.282168 1.000000 1.000000 1.000000
1601 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1602 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1603 0.007696 0.964060 0.964060 1.282168 1.282168 1.000000 1.000000 1.000000
1604 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1605 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1606 0.007696 0.964060 0.964060 1.282168 1.282168 1.000000 1.000000 1.000000
1607 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1608 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1609 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1610 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1611 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1612 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1613 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1614 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1615 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1616 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1617 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1618 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1619 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1620 0.007696 0.964060 0.964060 1.282169 1.282169 1.000000 1.000000 1.000000
1621 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1622 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1623 0.007999 0.962689 0.962689 1.278848 1.278848 1.000000 1.000000 1.000000
1624 0.007999 0.962689 0.962689 1.278848 1.278848 1.000000 1.000000 1.000000
1625 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1626 0.007999 0.962689 0.962689 1.278848 1.278848 1.000000 1.000000 1.000000
1627 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1628 0.007999 0.962689 0.962689 1.278848 1.278848 1.000000 1.000000 1.000000
1629 0.007999 0.962689 0.962689 1.278848 1.278848 1.000000 1.000000 1.000000
1630 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1631 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1632 0.007999 0.962689 0.962689 1.278848 1.278848 1.000000 1.000000 1.000000
1633 0.007999 0.962689 0.962689 1.278850 1.278850 1.000000 1.000000 1.000000
1634 0.007999 0.962689 0.962689 1.278850 1.278850 1.000000 1.000000 1.000000
1635 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1636 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1637 0.007999 0.962689 0.962689 1.278848 1.278848 1.000000 1.000000 1.000000
1638 0.007999 0.962689 0.962689 1.278848 1.278848 1.000000 1.000000 1.000000
1639 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1640 0.007999 0.962689 0.962689 1.278850 1.278850 1.000000 1.000000 1.000000
1641 0.007999 0.962689 0.962689 1.278850 1.278850 1.000000 1.000000 1.000000
1642 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1643 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1644 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1645 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1646 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1647 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1648 0.007999 0.962689 0.962689 1.278850 1.278850 1.000000 1.000000 1.000000
1649 0.007999 0.962689 0.962689 1.278849 1.278849 1.000000 1.000000 1.000000
1650 0.007999 0.962689 0.962689 1.278850 1.278850 1.000000 1.000000 1.000000
1651 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1652 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1653 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1654 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1655 0.008313 0.961268 0.961268 1.275429 1.275429 1.000000 1.000000 1.000000
1656 0.008313 0.961268 0.961268 1.275431 1.275431 1.000000 1.000000 1.000000
1657 0.008313 0.961268 0.961268 1.275431 1.275431 1.000000 1.000000 1.000000
1658 0.008313 0.961268 0.961268 1.275429 1.275429 1.000000 1.000000 1.000000
1659 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1660 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1661 0.008313 0.961268 0.961268 1.275429 1.275429 1.000000 1.000000 1.000000
1662 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1663 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1664 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1665 0.008313 0.961268 0.961268 1.275429 1.275429 1.000000 1.000000 1.000000
1666 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1667 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1668 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1669 0.008313 0.961268 0.961268 1.275431 1.275431 1.000000 1.000000 1.000000
1670 0.008313 0.961268 0.961268 1.275428 1.275428 1.000000 1.000000 1.000000
1671 0.008313 0.961268 0.961268 1.275429 1.275429 1.000000 1.000000 1.000000
1672 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1673 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1674 0.008313 0.961268 0.961268 1.275429 1.275429 1.000000 1.000000 1.000000
1675 0.008313 0.961268 0.961268 1.275428 1.275428 1.000000 1.000000 1.000000
1676 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1677 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1678 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1679 0.008313 0.961268 0.961268 1.275426 1.275426 1.000000 1.000000 1.000000
1680 0.008313 0.961268 0.961268 1.275430 1.275430 1.000000 1.000000 1.000000
1681 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1682 0.008639 0.959794 0.959794 1.271907 1.271907 1.000000 1.000000 1.000000
1683 0.008639 0.959794 0.959794 1.271908 1.271908 1.000000 1.000000 1.000000
1684 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1685 0.008639 0.959794 0.959794 1.271908 1.271908 1.000000 1.000000 1.000000
1686 0.008639 0.959794 0.959794 1.271908 1.271908 1.000000 1.000000 1.000000
1687 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1688 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1689 0.008639 0.959794 0.959794 1.271910 1.271910 1.000000 1.000000 1.000000
1690 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1691 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1692 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1693 0.008639 0.959794 0.959794 1.271908 1.271908 1.000000 1.000000 1.000000
1694 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1695 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1696 0.008639 0.959794 0.959794 1.271908 1.271908 1.000000 1.000000 1.000000
1697 0.008639 0.959794 0.959794 1.271908 1.271908 1.000000 1.000000 1.000000
1698 0.008639 0.959794 0.959794 1.271907 1.271907 1.000000 1.000000 1.000000
1699 0.008639 0.959794 0.959794 1.271908 1.271908 1.000000 1.000000 1.000000
1700 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1701 0.008639 0.959794 0.959794 1.271907 1.271907 1.000000 1.000000 1.000000
1702 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1703 0.008639 0.959794 0.959794 1.271908 1.271908 1.000000 1.000000 1.000000
1704 0.008639 0.959794 0.959794 1.271908 1.271908 1.000000 1.000000 1.000000
1705 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1706 0.008639 0.959794 0.959794 1.271905 1.271905 1.000000 1.000000 1.000000
1707 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1708 0.008639 0.959794 0.959794 1.271906 1.271906 1.000000 1.000000 1.000000
1709 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1710 0.008639 0.959794 0.959794 1.271909 1.271909 1.000000 1.000000 1.000000
1711 0.008978 0.958266 0.958266 1.268283 1.268283 1.000000 1.000000 1.000000
1712 0.008978 0.958266 0.958266 1.268284 1.268284 1.000000 1.000000 1.000000
1713 0.008978 0.958266 0.958266 1.268282 1.268282 1.000000 1.000000 1.000000
1714 0.008978 0.958266 0.958266 1.268283 1.268283 1.000000 1.000000 1.000000
1715 0.008978 0.958266 0.958266 1.268283 1.268283 1.000000 1.000000 1.000000
1716 0.008978 0.958266 0.958266 1.268283 1.268283 1.000000 1.000000 1.000000
1717 0.008978 0.958266 0.958266 1.268281 1.268281 1.000000 1.000000 1.000000
1718 0.008978 0.958266 0.958266 1.268283 1.268283 1.000000 1.000000 1.000000
1719 0.008978 0.958266 0.958266 1.268284 1.268284 1.000000 1.000000 1.000000
1720 0.008978 0.958266 0.958266 1.268282 1.268282 1.000000 1.000000 1.000000
1721 0.008978 0.958266 0.958266 1.268281 1.268281 1.000000 1.000000 1.000000
1722 0.008978 0.958266 0.958266 1.268284 1.268284 1.000000 1.000000 1.000000
1723 0.008978 0.958266 0.958266 1.268283 1.268283 1.000000 1.000000 1.000000
1724 0.008978 0.958266 0.958266 1.268281 1.268281 1.000000 1.000000 1.000000
1725 0.008978 0.958266 0.958266 1.268284 1.268284 1.000000 1.000000 1.000000
1726 0.008978 0.958266 0.958266 1.268284 1.268284 1.000000 1.000000 1.000000
1727 0.008978 0.958266 0.958266 1.268283 1.268283 1.000000 1.000000 1.000000
1728 0.008978 0.958266 0.958266 1.268284 1.268284 1.000000 1.000000 1.000000
1729 0.008978 0.958266 0.958266 1.268284 1.268284 1.000000 1.000000 1.000000
1730 0.008978 0.958266 0.958266 1.268282 1.268282 1.000000 1.000000 1.000000
1731 0.008978 0.958266 0.958266 1.268283 1.268283 1.000000 1.000000 1.000000
1732 0.008978 0.958266 0.958266 1.268281 1.268281 1.000000 1.000000 1.000000
1733 0.008978 0.958266 0.958266 1.268283 1.268283 1.000000 1.000000 1.000000
1734 0.008978 0.958266 0.958266 1.268283 1.268283 1.000000 1.000000 1.000000
1735 0.008978 0.958266 0.958266 1.268283 1.268283 1.000000 1.000000 1.000000
1736 0.008978 0.958266 0.958266 1.268283 1.268283 1.000000 1.000000 1.000000
1737 0.008978 0.958266 0.958266 1.268284 1.268284 1.000000 1.000000 1.000000
1738 0.008978 0.958266 0.958266 1.268283 1.268283 1.000000 1.000000 1.000000
1739 0.008978 0.958266 0.958266 1.268284 1.268284 1.000000 1.000000 1.000000
1740 0.008978 0.958266 0.958266 1.268280 1.268280 1.000000 1.000000 1.000000
1741 0.009330 0.956682 0.956682 1.264551 1.264551 1.000000 1.000000 1.000000
1742 0.009330 0.956682 0.956682 1.264550 1.264550 1.000000 1.000000 1.000000
1743 0.009330 0.956682 0.956682 1.264549 1.264549 1.000000 1.000000 1.000000
1744 0.009330 0.956682 0.956682 1.264549 1.264549 1.000000 1.000000 1.000000
1745 0.009330 0.956682 0.956682 1.264551 1.264551 1.000000 1.000000 1.000000
1746 0.009330 0.956682 0.956682 1.264549 1.264549 1.000000 1.000000 1.000000
1747 0.009330 0.956682 0.956682 1.264548 1.264548 1.000000 1.000000 1.000000
1748 0.009330 0.956682 0.956682 1.264551 1.264551 1.000000 1.000000 1.000000
1749 0.009330 0.956682 0.956682 1.264547 1.264547 1.000000 1.000000 1.000000
1750 0.009330 0.956682 0.956682 1.264549 1.264549 1.000000 1.000000 1.000000
1751 0.009330 0.956682 0.956682 1.264549 1.264549 1.000000 1.000000 1.000000
1752 0.009330 0.956682 0.956682 1.264548 1.264548 1.000000 1.000000 1.000000
1753 0.009330 0.956682 0.956682 1.264547 1.264547 1.000000 1.000000 1.000000
1754 0.009330 0.956682 0.956682 1.264551 1.264551 1.000000 1.000000 1.000000
1755 0.009330 0.956682 0.956682 1.264550 1.264550 1.000000 1.000000 1.000000
1756 0.009330 0.956682 0.956682 1.264550 1.264550 1.000000 1.000000 1.000000
1757 0.009330 0.956682 0.956682 1.264550 1.264550 1.000000 1.000000 1.000000
1758 0.009330 0.956682 0.956682 1.264549 1.264549 1.000000 1.000000 1.000000
1759 0.009330 0.956682 0.956682 1.264549 1.264549 1.000000 1.000000 1.000000
1760 0.009330 0.956682 0.956682 1.264548 1.264548 1.000000 1.000000 1.000000
1761 0.009330 0.956682 0.956682 1.264549 1.264549 1.000000 1.000000 1.000000
1762 0.009330 0.956682 0.956682 1.264550 1.264550 1.000000 1.000000 1.000000
1763 0.009330 0.956682 0.956682 1.264549 1.264549 1.000000 1.000000 1.000000
1764 0.009330 0.956682 0.956682 1.264549 1.264549 1.000000 1.000000 1.000000
1765 0.009330 0.956682 0.956682 1.264550 1.264550 1.000000 1.000000 1.000000
1766 0.009330 0.956682 0.956682 1.264550 1.264550 1.000000 1.000000 1.000000
1767 0.009330 0.956682 0.956682 1.264551 1.264551 1.000000 1.000000 1.000000
1768 0.009330 0.956682 0.956682 1.264550 1.264550 1.000000 1.000000 1.000000
1769 0.009330 0.956682 0.956682 1.264550 1.264550 1.000000 1.000000 1.000000
1770 0.009330 0.956682 0.956682 1.264551 1.264551 1.000000 1.000000 1.000000
1771 0.009697 0.955040 0.955040 1.260707 1.260707 1.000000 1.000000 1.000000
1772 0.009697 0.955040 0.955040 1.260708 1.260708 1.000000 1.000000 1.000000
1773 0.009697 0.955039 0.955039 1.260705 1.260705 1.000000 1.000000 1.000000
1774 0.009697 0.955040 0.955040 1.260708 1.260708 1.000000 1.000000 1.000000
1775 0.009697 0.955040 0.955040 1.260706 1.260706 1.000000 1.000000 1.000000
1776 0.009697 0.955040 0.955040 1.260707 1.260707 1.000000 1.000000 1.000000
1777 0.009697 0.955039 0.955039 1.260705 1.260705 1.000000 1.000000 1.000000
1778 0.009697 0.955040 0.955040 1.260707 1.260707 1.000000 1.000000 1.000000
1779 0.009697 0.955040 0.955040 1.260707 1.260707 1.000000 1.000000 1.000000
1780 0.009697 0.955040 0.955040 1.260705 1.260705 1.000000 1.000000 1.000000
1781 0.009697 0.955040 0.955040 1.260706 1.260706 1.000000 1.000000 1.000000
1782 0.009697 0.955039 0.955039 1.260705 1.260705 1.000000 1.000000 1.000000
1783 0.009697 0.955040 0.955040 1.260706 1.260706 1.000000 1.000000 1.000000
1784 0.009697 0.955040 0.955040 1.260707 1.260707 1.000000 1.000000 1.000000
1785 0.009697 0.955039 0.955039 1.260704 1.260704 1.000000 1.000000 1.000000
1786 0.009697 0.955040 0.955040 1.260708 1.260708 1.000000 1.000000 1.000000
1787 0.009697 0.955039 0.955039 1.260703 1.260703 1.000000 1.000000 1.000000
1788 0.009697 0.955040 0.955040 1.260707 1.260707 1.000000 1.000000 1.000000
1789 0.009697 0.955040 0.955040 1.260705 1.260705 1.000000 1.000000 1.000000
1790 0.009697 0.955039 0.955039 1.260705 1.260705 1.000000 1.000000 1.000000
1791 0.009697 0.955040 0.955040 1.260707 1.260707 1.000000 1.000000 1.000000
1792 0.009697 0.955040 0.955040 1.260708 1.260708 1.000000 1.000000 1.000000
1793 0.009697 0.955040 0.955040 1.260707 1.260707 1.000000 1.000000 1.000000
1794 0.009697 0.955040 0.955040 1.260707 1.260707 1.000000 1.000000 1.000000
1795 0.009697 0.955040 0.955040 1.260707 1.260707 1.000000 1.000000 1.000000
1796 0.009697 0.955040 0.955040 1.260706 1.260706 1.000000 1.000000 1.000000
1797 0.009697 0.955040 0.955040 1.260707 1.260707 1.000000 1.000000 1.000000
1798 0.009697 0.955040 0.955040 1.260704 1.260704 1.000000 1.000000 1.000000
1799 0.009697 0.955040 0.955040 1.260706 1.260706 1.000000 1.000000 1.000000
1800 0.009697 0.955040 0.955040 1.260705 1.260705 1.000000 1.000000 1.000000
1801 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1802 0.010077 0.953338 0.953338 1.256750 1.256750 1.000000 1.000000 1.000000
1803 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1804 0.010077 0.953338 0.953338 1.256750 1.256750 1.000000 1.000000 1.000000
1805 0.010077 0.953338 0.953338 1.256750 1.256750 1.000000 1.000000 1.000000
1806 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1807 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1808 0.010077 0.953338 0.953338 1.256747 1.256747 1.000000 1.000000 1.000000
1809 0.010077 0.953337 0.953337 1.256747 1.256747 1.000000 1.000000 1.000000
1810 0.010077 0.953338 0.953338 1.256752 1.256752 1.000000 1.000000 1.000000
1811 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1812 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1813 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1814 0.010077 0.953338 0.953338 1.256752 1.256752 1.000000 1.000000 1.000000
1815 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1816 0.010077 0.953338 0.953338 1.256750 1.256750 1.000000 1.000000 1.000000
1817 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1818 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1819 0.010077 0.953337 0.953337 1.256749 1.256749 1.000000 1.000000 1.000000
1820 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1821 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1822 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1823 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1824 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1825 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1826 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1827 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1828 0.010077 0.953338 0.953338 1.256749 1.256749 1.000000 1.000000 1.000000
1829 0.010077 0.953338 0.953338 1.256749 1.256749 1.000000 1.000000 1.000000
1830 0.010077 0.953338 0.953338 1.256751 1.256751 1.000000 1.000000 1.000000
1831 0.010473 0.951574 0.951574 1.252679 1.252679 1.000000 1.000000 1.000000
1832 0.010473 0.951573 0.951573 1.252676 1.252676 1.000000 1.000000 1.000000
1833 0.010473 0.951574 0.951574 1.252679 1.252679 1.000000 1.000000 1.000000
1834 0.010473 0.951574 0.951574 1.252677 1.252677 1.000000 1.000000 1.000000
1835 0.010473 0.951574 0.951574 1.252680 1.252680 1.000000 1.000000 1.000000
1836 0.010473 0.951574 0.951574 1.252676 1.252676 1.000000 1.000000 1.000000
1837 0.010473 0.951573 0.951573 1.252676 1.252676 1.000000 1.000000 1.000000
1838 0.010473 0.951574 0.951574 1.252680 1.252680 1.000000 1.000000 1.000000
1839 0.010473 0.951574 0.951574 1.252678 1.252678 1.000000 1.000000 1.000000
1840 0.010473 0.951574 0.951574 1.252679 1.252679 1.000000 1.000000 1.000000
1841 0.010473 0.951574 0.951574 1.252679 1.252679 1.000000 1.000000 1.000000
1842 0.010473 0.951574 0.951574 1.252679 1.252679 1.000000 1.000000 1.000000
1843 0.010473 0.951574 0.951574 1.252679 1.252679 1.000000 1.000000 1.000000
1844 0.010473 0.951573 0.951573 1.252678 1.252678 1.000000 1.000000 1.000000
1845 0.010473 0.951574 0.951574 1.252680 1.252680 1.000000 1.000000 1.000000
1846 0.010473 0.951574 0.951574 1.252679 1.252679 1.000000 1.000000 1.000000
1847 0.010473 0.951574 0.951574 1.252678 1.252678 1.000000 1.000000 1.000000
1848 0.010473 0.951574 0.951574 1.252679 1.252679 1.000000 1.000000 1.000000
1849 0.010473 0.951574 0.951574 1.252676 1.252676 1.000000 1.000000 1.000000
1850 0.010473 0.951574 0.951574 1.252680 1.252680 1.000000 1.000000 1.000000
1851 0.010473 0.951574 0.951574 1.252678 1.252678 1.000000 1.000000 1.000000
1852 0.010473 0.951574 0.951574 1.252679 1.252679 1.000000 1.000000 1.000000
1853 0.010473 0.951573 0.951573 1.252677 1.252677 1.000000 1.000000 1.000000
1854 0.010473 0.951574 0.951574 1.252674 1.252674 1.000000 1.000000 1.000000
1855 0.010473 0.951574 0.951574 1.252680 1.252680 1.000000 1.000000 1.000000
1856 0.010473 0.951573 0.951573 1.252674 1.252674 1.000000 1.000000 1.000000
1857 0.010473 0.951574 0.951574 1.252679 1.252679 1.000000 1.000000 1.000000
1858 0.010473 0.951574 0.951574 1.252680 1.252680 1.000000 1.000000 1.000000
1859 0.010473 0.951574 0.951574 1.252679 1.252679 1.000000 1.000000 1.000000
1860 0.010473 0.951574 0.951574 1.252679 1.252679 1.000000 1.000000 1.000000
1861 0.010884 0.949746 0.949746 1.248489 1.248489 1.000000 1.000000 1.000000
1862 0.010884 0.949746 0.949746 1.248488 1.248488 1.000000 1.000000 1.000000
1863 0.010884 0.949746 0.949746 1.248487 1.248487 1.000000 1.000000 1.000000
1864 0.010884 0.949746 0.949746 1.248488 1.248488 1.000000 1.000000 1.000000
1865 0.010884 0.949746 0.949746 1.248488 1.248488 1.000000 1.000000 1.000000
1866 0.010884 0.949746 0.949746 1.248484 1.248484 1.000000 1.000000 1.000000
1867 0.010884 0.949746 0.949746 1.248486 1.248486 1.000000 1.000000 1.000000
1868 0.010884 0.949746 0.949746 1.248488 1.248488 1.000000 1.000000 1.000000
1869 0.010884 0.949746 0.949746 1.248488 1.248488 1.000000 1.000000 1.000000
1870 0.010884 0.949745 0.949745 1.248486 1.248486 1.000000 1.000000 1.000000
1871 0.010884 0.949746 0.949746 1.248488 1.248488 1.000000 1.000000 1.000000
1872 0.010884 0.949746 0.949746 1.248489 1.248489 1.000000 1.000000 1.000000
1873 0.010884 0.949746 0.949746 1.248488 1.248488 1.000000 1.000000 1.000000
