#Optimization obtained via Optimization of the distance to the set of unitaries
#
#Identifier DeltaT PurityOpt PurityStand MutInfOpt MutInfStand Purity1 Purity2 Purity3
#
892 0.003055 0.985503 0.985489 1.338954 1.337984 1.000000 1.000000 1.000000
893 0.003055 0.985495 0.985477 1.338923 1.337949 1.000000 1.000000 1.000000
894 0.003055 0.985502 0.985484 1.338951 1.337970 1.000000 1.000000 1.000000
895 0.003055 0.985505 0.985491 1.338950 1.337991 1.000000 1.000000 1.000000
896 0.003055 0.985506 0.985490 1.338964 1.337986 1.000000 1.000000 1.000000
897 0.003055 0.985510 0.985496 1.338979 1.338004 1.000000 1.000000 1.000000
898 0.003055 0.985502 0.985483 1.338956 1.337966 1.000000 1.000000 1.000000
899 0.003055 0.985497 0.985487 1.338912 1.337977 1.000000 1.000000 1.000000
900 0.003055 0.985510 0.985496 1.338979 1.338003 1.000000 1.000000 1.000000
901 0.003174 0.984943 0.984934 1.337394 1.336408 1.000000 1.000000 1.000000
902 0.003174 0.984948 0.984928 1.337415 1.336392 1.000000 1.000000 1.000000
903 0.003174 0.984947 0.984933 1.337414 1.336407 1.000000 1.000000 1.000000
904 0.003174 0.984945 0.984932 1.337405 1.336404 1.000000 1.000000 1.000000
905 0.003174 0.984947 0.984930 1.337412 1.336399 1.000000 1.000000 1.000000
906 0.003174 0.984944 0.984919 1.337408 1.336366 1.000000 1.000000 1.000000
907 0.003174 0.984936 0.984926 1.337368 1.336388 1.000000 1.000000 1.000000
908 0.003174 0.984943 0.984932 1.337393 1.336404 1.000000 1.000000 1.000000
909 0.003174 0.984946 0.984932 1.337409 1.336403 1.000000 1.000000 1.000000
910 0.003174 0.984941 0.984929 1.337392 1.336396 1.000000 1.000000 1.000000
911 0.003174 0.984943 0.984915 1.337403 1.336357 1.000000 1.000000 1.000000
912 0.003174 0.984939 0.984928 1.337378 1.336394 1.000000 1.000000 1.000000
913 0.003174 0.984938 0.984928 1.337371 1.336394 1.000000 1.000000 1.000000
914 0.003174 0.984939 0.984927 1.337388 1.336390 1.000000 1.000000 1.000000
915 0.003174 0.984943 0.984930 1.337391 1.336399 1.000000 1.000000 1.000000
916 0.003174 0.984947 0.984934 1.337412 1.336409 1.000000 1.000000 1.000000
917 0.003174 0.984945 0.984928 1.337400 1.336393 1.000000 1.000000 1.000000
918 0.003174 0.984941 0.984931 1.337386 1.336401 1.000000 1.000000 1.000000
919 0.003174 0.984938 0.984916 1.337386 1.336358 1.000000 1.000000 1.000000
920 0.003174 0.984946 0.984932 1.337404 1.336403 1.000000 1.000000 1.000000
921 0.003174 0.984938 0.984928 1.337376 1.336391 1.000000 1.000000 1.000000
922 0.003174 0.984930 0.984914 1.337361 1.336354 1.000000 1.000000 1.000000
923 0.003174 0.984944 0.984933 1.337400 1.336406 1.000000 1.000000 1.000000
924 0.003174 0.984946 0.984927 1.337415 1.336390 1.000000 1.000000 1.000000
925 0.003174 0.984941 0.984929 1.337388 1.336395 1.000000 1.000000 1.000000
926 0.003174 0.984937 0.984910 1.337384 1.336343 1.000000 1.000000 1.000000
927 0.003174 0.984942 0.984928 1.337396 1.336392 1.000000 1.000000 1.000000
928 0.003174 0.984943 0.984929 1.337399 1.336395 1.000000 1.000000 1.000000
929 0.003174 0.984950 0.984920 1.337426 1.336370 1.000000 1.000000 1.000000
930 0.003174 0.984949 0.984935 1.337423 1.336411 1.000000 1.000000 1.000000
931 0.003299 0.984359 0.984342 1.335793 1.334741 1.000000 1.000000 1.000000
932 0.003299 0.984360 0.984333 1.335798 1.334716 1.000000 1.000000 1.000000
933 0.003299 0.984362 0.984347 1.335798 1.334755 0.999998 1.000000 1.000000
934 0.003299 0.984362 0.984346 1.335802 1.334752 0.999998 1.000000 1.000000
935 0.003299 0.984360 0.984349 1.335783 1.334760 1.000000 1.000000 1.000000
936 0.003299 0.984360 0.984338 1.335792 1.334728 1.000000 1.000000 1.000000
937 0.003299 0.984357 0.984337 1.335788 1.334727 1.000000 1.000000 1.000000
938 0.003299 0.984358 0.984334 1.335788 1.334719 1.000000 1.000000 1.000000
939 0.003299 0.984357 0.984343 1.335789 1.334742 1.000000 1.000000 1.000000
940 0.003299 0.984361 0.984350 1.335799 1.334763 0.999998 1.000000 1.000000
941 0.003299 0.984362 0.984348 1.335800 1.334758 0.999998 1.000000 1.000000
942 0.003299 0.984361 0.984347 1.335797 1.334754 0.999998 1.000000 1.000000
943 0.003299 0.984357 0.984342 1.335782 1.334739 1.000000 1.000000 1.000000
944 0.003299 0.984358 0.984342 1.335784 1.334742 1.000000 1.000000 1.000000
945 0.003299 0.984357 0.984348 1.335769 1.334759 1.000000 1.000000 1.000000
946 0.003299 0.984364 0.984342 1.335810 1.334740 1.000000 1.000000 1.000000
947 0.003299 0.984359 0.984346 1.335791 1.334753 0.999998 1.000000 1.000000
948 0.003299 0.984358 0.984343 1.335785 1.334744 0.999998 1.000000 1.000000
949 0.003299 0.984356 0.984341 1.335775 1.334738 1.000000 1.000000 1.000000
950 0.003299 0.984363 0.984347 1.335798 1.334755 1.000000 1.000000 1.000000
951 0.003299 0.984354 0.984336 1.335780 1.334725 1.000000 1.000000 1.000000
952 0.003299 0.984364 0.984340 1.335807 1.334735 1.000000 1.000000 1.000000
953 0.003299 0.984358 0.984348 1.335773 1.334757 1.000000 1.000000 1.000000
954 0.003299 0.984359 0.984340 1.335793 1.334737 1.000000 1.000000 1.000000
955 0.003299 0.984358 0.984348 1.335778 1.334759 0.999998 1.000000 1.000000
956 0.003299 0.984360 0.984346 1.335785 1.334751 1.000000 1.000000 1.000000
957 0.003299 0.984361 0.984348 1.335803 1.334758 0.999998 1.000000 1.000000
958 0.003299 0.984349 0.984343 1.335744 1.334745 0.999998 1.000000 1.000000
959 0.003299 0.984363 0.984343 1.335806 1.334744 1.000000 1.000000 1.000000
960 0.003299 0.984352 0.984338 1.335744 1.334729 1.000000 1.000000 1.000000
961 0.003429 0.983746 0.983714 1.334113 1.332981 0.999998 1.000000 1.000000
962 0.003429 0.983735 0.983737 1.334040 1.333045 0.999998 1.000000 1.000000
963 0.003429 0.983758 0.983744 1.334152 1.333065 0.999998 1.000000 1.000000
964 0.003429 0.983757 0.983730 1.334147 1.333026 0.999998 1.000000 1.000000
965 0.003429 0.983749 0.983739 1.334109 1.333052 0.999998 1.000000 1.000000
966 0.003429 0.983756 0.983742 1.334140 1.333062 0.999998 1.000000 1.000000
967 0.003429 0.983756 0.983734 1.334144 1.333037 0.999998 1.000000 1.000000
968 0.003429 0.983752 0.983740 1.334118 1.333056 0.999998 1.000000 1.000000
969 0.003429 0.983747 0.983739 1.334090 1.333052 0.999998 1.000000 1.000000
970 0.003429 0.983747 0.983737 1.334104 1.333046 0.999998 1.000000 1.000000
971 0.003429 0.983740 0.983728 1.334088 1.333022 0.999998 1.000000 1.000000
972 0.003429 0.983754 0.983727 1.334137 1.333018 0.999998 1.000000 1.000000
973 0.003429 0.983753 0.983738 1.334127 1.333048 0.999998 1.000000 1.000000
974 0.003429 0.983754 0.983733 1.334138 1.333035 0.999998 1.000000 1.000000
975 0.003429 0.983747 0.983739 1.334090 1.333052 0.999998 1.000000 1.000000
976 0.003429 0.983745 0.983734 1.334088 1.333038 0.999998 1.000000 1.000000
977 0.003429 0.983750 0.983739 1.334114 1.333052 0.999998 1.000000 1.000000
978 0.003429 0.983744 0.983726 1.334112 1.333015 0.999998 1.000000 1.000000
979 0.003429 0.983734 0.983736 1.334034 1.333043 0.999998 1.000000 1.000000
980 0.003429 0.983757 0.983738 1.334143 1.333049 0.999998 1.000000 1.000000
981 0.003429 0.983753 0.983737 1.334130 1.333047 0.999998 1.000000 1.000000
982 0.003429 0.983749 0.983737 1.334116 1.333047 0.999998 1.000000 1.000000
983 0.003429 0.983741 0.983732 1.334079 1.333032 0.999998 1.000000 1.000000
984 0.003429 0.983732 0.983716 1.334077 1.332988 0.999998 1.000000 1.000000
985 0.003429 0.983748 0.983734 1.334115 1.333038 0.999998 1.000000 1.000000
986 0.003429 0.983746 0.983732 1.334101 1.333032 0.999998 1.000000 1.000000
987 0.003429 0.983758 0.983741 1.334150 1.333058 0.999998 1.000000 1.000000
988 0.003429 0.983744 0.983724 1.334102 1.333009 0.999998 1.000000 1.000000
989 0.003429 0.983748 0.983732 1.334113 1.333032 0.999998 1.000000 1.000000
990 0.003429 0.983752 0.983739 1.334128 1.333052 0.999998 1.000000 1.000000
991 0.003563 0.983124 0.983100 1.332420 1.331273 0.999998 1.000000 1.000000
992 0.003563 0.983118 0.983102 1.332402 1.331278 0.999998 1.000000 1.000000
993 0.003563 0.983126 0.983109 1.332430 1.331300 0.999998 1.000000 1.000000
994 0.003563 0.983123 0.983110 1.332406 1.331302 0.999998 1.000000 1.000000
995 0.003563 0.983124 0.983106 1.332419 1.331289 0.999998 1.000000 1.000000
996 0.003563 0.983118 0.983103 1.332390 1.331281 0.999998 1.000000 1.000000
997 0.003563 0.983123 0.983094 1.332413 1.331256 0.999998 1.000000 1.000000
998 0.003563 0.983123 0.983108 1.332416 1.331297 0.999998 1.000000 1.000000
999 0.003563 0.983121 0.983104 1.332416 1.331286 0.999998 1.000000 1.000000
1000 0.003563 0.983127 0.983108 1.332431 1.331296 0.999998 1.000000 1.000000
1001 0.003563 0.983123 0.983101 1.332421 1.331276 0.999998 1.000000 1.000000
1002 0.003563 0.983104 0.983080 1.332366 1.331219 0.999998 1.000000 1.000000
1003 0.003563 0.983119 0.983106 1.332386 1.331290 0.999998 1.000000 1.000000
1004 0.003563 0.983118 0.983086 1.332406 1.331234 0.999998 1.000000 1.000000
1005 0.003563 0.983125 0.983108 1.332416 1.331296 0.999998 1.000000 1.000000
1006 0.003563 0.983122 0.983103 1.332399 1.331282 0.999998 1.000000 1.000000
1007 0.003563 0.983118 0.983100 1.332398 1.331272 0.999998 1.000000 1.000000
1008 0.003563 0.983106 0.983091 1.332369 1.331248 0.999998 1.000000 1.000000
1009 0.003563 0.983123 0.983110 1.332411 1.331301 0.999998 1.000000 1.000000
1010 0.003563 0.983118 0.983107 1.332383 1.331294 0.999999 1.000000 1.000000
1011 0.003563 0.983114 0.983105 1.332372 1.331289 0.999998 1.000000 1.000000
1012 0.003563 0.983124 0.983108 1.332417 1.331296 0.999999 1.000000 1.000000
1013 0.003563 0.983121 0.983103 1.332400 1.331282 0.999998 1.000000 1.000000
1014 0.003563 0.983125 0.983105 1.332429 1.331288 0.999998 1.000000 1.000000
1015 0.003563 0.983118 0.983107 1.332393 1.331292 0.999998 1.000000 1.000000
1016 0.003563 0.983117 0.983099 1.332401 1.331269 0.999998 1.000000 1.000000
1017 0.003563 0.983119 0.983100 1.332411 1.331273 0.999998 1.000000 1.000000
1018 0.003563 0.983127 0.983105 1.332436 1.331288 0.999998 1.000000 1.000000
1019 0.003563 0.983123 0.983105 1.332409 1.331289 0.999998 1.000000 1.000000
1020 0.003563 0.983124 0.983090 1.332411 1.331245 0.999998 1.000000 1.000000
1021 0.003703 0.982472 0.982453 1.330654 1.329484 0.999999 1.000000 1.000000
1022 0.003703 0.982470 0.982454 1.330643 1.329487 0.999999 1.000000 1.000000
1023 0.003703 0.982468 0.982450 1.330647 1.329476 0.999999 1.000000 1.000000
1024 0.003703 0.982472 0.982458 1.330652 1.329499 0.999999 1.000000 1.000000
1025 0.003703 0.982457 0.982441 1.330603 1.329453 0.999999 1.000000 1.000000
1026 0.003703 0.982470 0.982451 1.330658 1.329478 0.999999 1.000000 1.000000
1027 0.003703 0.982470 0.982432 1.330661 1.329427 0.999999 1.000000 1.000000
1028 0.003703 0.982476 0.982451 1.330674 1.329478 0.999999 1.000000 1.000000
1029 0.003703 0.982465 0.982452 1.330627 1.329483 0.999999 1.000000 1.000000
1030 0.003703 0.982476 0.982449 1.330675 1.329473 0.999999 1.000000 1.000000
1031 0.003703 0.982472 0.982452 1.330652 1.329483 0.999999 1.000000 1.000000
1032 0.003703 0.982472 0.982457 1.330652 1.329495 0.999999 1.000000 1.000000
1033 0.003703 0.982474 0.982454 1.330671 1.329489 0.999999 1.000000 1.000000
1034 0.003703 0.982465 0.982451 1.330618 1.329480 0.999999 1.000000 1.000000
1035 0.003703 0.982471 0.982458 1.330650 1.329497 0.999999 1.000000 1.000000
1036 0.003703 0.982467 0.982452 1.330624 1.329482 0.999999 1.000000 1.000000
1037 0.003703 0.982475 0.982455 1.330670 1.329489 0.999999 1.000000 1.000000
1038 0.003703 0.982457 0.982446 1.330598 1.329465 0.999999 1.000000 1.000000
1039 0.003703 0.982469 0.982444 1.330632 1.329461 0.999999 1.000000 1.000000
1040 0.003703 0.982478 0.982449 1.330680 1.329473 0.999999 1.000000 1.000000
1041 0.003703 0.982470 0.982455 1.330645 1.329489 0.999999 1.000000 1.000000
1042 0.003703 0.982459 0.982444 1.330610 1.329458 0.999999 1.000000 1.000000
1043 0.003703 0.982453 0.982449 1.330555 1.329474 0.999999 1.000000 1.000000
1044 0.003703 0.982464 0.982443 1.330612 1.329457 0.999999 1.000000 1.000000
1045 0.003703 0.982469 0.982455 1.330646 1.329489 0.999999 1.000000 1.000000
1046 0.003703 0.982470 0.982453 1.330652 1.329486 0.999999 1.000000 1.000000
1047 0.003703 0.982476 0.982451 1.330677 1.329480 0.999999 1.000000 1.000000
1048 0.003703 0.982466 0.982445 1.330643 1.329461 0.999999 1.000000 1.000000
1049 0.003703 0.982469 0.982456 1.330640 1.329494 0.999999 1.000000 1.000000
1050 0.003703 0.982471 0.982451 1.330660 1.329479 0.999999 1.000000 1.000000
1051 0.003848 0.981792 0.981770 1.328828 1.327609 0.999999 1.000000 1.000000
1052 0.003848 0.981783 0.981777 1.328769 1.327628 0.999999 1.000000 1.000000
1053 0.003848 0.981791 0.981775 1.328821 1.327620 0.999999 1.000000 1.000000
1054 0.003848 0.981795 0.981778 1.328837 1.327630 0.999999 1.000000 1.000000
1055 0.003848 0.981798 0.981772 1.328849 1.327614 0.999999 1.000000 1.000000
1056 0.003848 0.981796 0.981762 1.328850 1.327588 0.999999 1.000000 1.000000
1057 0.003848 0.981782 0.981756 1.328782 1.327570 0.999999 1.000000 1.000000
1058 0.003848 0.981792 0.981774 1.328817 1.327620 0.999999 1.000000 1.000000
1059 0.003848 0.981789 0.981772 1.328819 1.327613 0.999999 1.000000 1.000000
1060 0.003848 0.981793 0.981779 1.328822 1.327633 0.999999 1.000000 1.000000
1061 0.003848 0.981787 0.981772 1.328807 1.327613 0.999999 1.000000 1.000000
1062 0.003848 0.981795 0.981775 1.328842 1.327622 0.999999 1.000000 1.000000
1063 0.003848 0.981787 0.981763 1.328821 1.327589 0.999999 1.000000 1.000000
1064 0.003848 0.981789 0.981765 1.328811 1.327594 0.999999 1.000000 1.000000
1065 0.003848 0.981784 0.981762 1.328811 1.327585 0.999999 1.000000 1.000000
1066 0.003848 0.981799 0.981772 1.328856 1.327613 0.999999 1.000000 1.000000
1067 0.003848 0.981790 0.981773 1.328818 1.327616 0.999999 1.000000 1.000000
1068 0.003848 0.981799 0.981777 1.328859 1.327628 0.999999 1.000000 1.000000
1069 0.003848 0.981797 0.981774 1.328854 1.327620 0.999999 1.000000 1.000000
1070 0.003848 0.981787 0.981761 1.328817 1.327583 0.999999 1.000000 1.000000
1071 0.003848 0.981783 0.981764 1.328802 1.327591 0.999999 1.000000 1.000000
1072 0.003848 0.981785 0.981771 1.328800 1.327610 0.999999 1.000000 1.000000
1073 0.003848 0.981793 0.981771 1.328831 1.327611 0.999999 1.000000 1.000000
1074 0.003848 0.981788 0.981772 1.328813 1.327613 0.999999 1.000000 1.000000
1075 0.003848 0.981784 0.981766 1.328804 1.327597 0.999999 1.000000 1.000000
1076 0.003848 0.981792 0.981755 1.328833 1.327568 0.999999 1.000000 1.000000
1077 0.003848 0.981790 0.981772 1.328819 1.327613 0.999999 1.000000 1.000000
1078 0.003848 0.981790 0.981767 1.328821 1.327600 0.999999 1.000000 1.000000
1079 0.003848 0.981787 0.981770 1.328816 1.327608 0.999999 1.000000 1.000000
1080 0.003848 0.981788 0.981768 1.328810 1.327602 0.999999 1.000000 1.000000
1081 0.004000 0.981083 0.981061 1.326946 1.325673 0.999999 1.000000 1.000000
1082 0.004000 0.981089 0.981064 1.326943 1.325681 0.999999 1.000000 1.000000
1083 0.004000 0.981089 0.981071 1.326943 1.325700 0.999999 1.000000 1.000000
1084 0.004000 0.981085 0.981059 1.326949 1.325666 0.999999 1.000000 1.000000
1085 0.004000 0.981095 0.981066 1.326973 1.325687 0.999999 1.000000 1.000000
1086 0.004000 0.981075 0.981053 1.326901 1.325652 0.999999 1.000000 1.000000
1087 0.004000 0.981085 0.981063 1.326936 1.325677 0.999999 1.000000 1.000000
1088 0.004000 0.981094 0.981065 1.326973 1.325683 0.999999 1.000000 1.000000
1089 0.004000 0.981076 0.981053 1.326893 1.325651 0.999999 1.000000 1.000000
1090 0.004000 0.981083 0.981064 1.326933 1.325680 0.999999 1.000000 1.000000
1091 0.004000 0.981097 0.981066 1.326984 1.325688 0.999999 1.000000 1.000000
1092 0.004000 0.981091 0.981049 1.326970 1.325640 0.999999 1.000000 1.000000
1093 0.004000 0.981092 0.981073 1.326961 1.325704 0.999999 1.000000 1.000000
1094 0.004000 0.981084 0.981065 1.326923 1.325684 0.999999 1.000000 1.000000
1095 0.004000 0.981080 0.981061 1.326898 1.325674 0.999999 1.000000 1.000000
1096 0.004000 0.981092 0.981050 1.326970 1.325644 0.999999 1.000000 1.000000
1097 0.004000 0.981079 0.981062 1.326920 1.325676 0.999999 1.000000 1.000000
1098 0.004000 0.981091 0.981070 1.326959 1.325698 0.999999 1.000000 1.000000
1099 0.004000 0.981079 0.981051 1.326936 1.325645 0.999999 1.000000 1.000000
1100 0.004000 0.981083 0.981068 1.326919 1.325692 0.999999 1.000000 1.000000
1101 0.004000 0.981091 0.981071 1.326961 1.325700 0.999999 1.000000 1.000000
1102 0.004000 0.981085 0.981063 1.326934 1.325679 0.999999 1.000000 1.000000
1103 0.004000 0.981071 0.981047 1.326905 1.325635 0.999999 1.000000 1.000000
1104 0.004000 0.981096 0.981074 1.326980 1.325709 0.999999 1.000000 1.000000
1105 0.004000 0.981089 0.981070 1.326944 1.325698 0.999999 1.000000 1.000000
1106 0.004000 0.981083 0.981060 1.326947 1.325669 0.999999 1.000000 1.000000
1107 0.004000 0.981080 0.981052 1.326933 1.325649 0.999999 1.000000 1.000000
1108 0.004000 0.981084 0.981071 1.326921 1.325701 0.999999 1.000000 1.000000
1109 0.004000 0.981077 0.981052 1.326923 1.325649 1.000000 1.000000 1.000000
1110 0.004000 0.981092 0.981065 1.326961 1.325683 1.000000 1.000000 1.000000
1111 0.004157 0.980358 0.980340 1.325008 1.323717 1.000000 1.000000 1.000000
1112 0.004157 0.980367 0.980341 1.325051 1.323719 1.000000 1.000000 1.000000
1113 0.004157 0.980366 0.980337 1.325048 1.323709 1.000000 1.000000 1.000000
1114 0.004157 0.980364 0.980339 1.325039 1.323715 1.000000 1.000000 1.000000
1115 0.004157 0.980352 0.980336 1.324975 1.323705 1.000000 1.000000 1.000000
1116 0.004157 0.980367 0.980317 1.325052 1.323656 1.000000 1.000000 1.000000
1117 0.004157 0.980353 0.980314 1.325014 1.323647 1.000000 1.000000 1.000000
1118 0.004157 0.980364 0.980336 1.325040 1.323706 1.000000 1.000000 1.000000
1119 0.004157 0.980335 0.980328 1.324898 1.323685 1.000000 1.000000 1.000000
1120 0.004157 0.980363 0.980324 1.325027 1.323675 1.000000 1.000000 1.000000
1121 0.004157 0.980349 0.980328 1.324981 1.323684 1.000000 1.000000 1.000000
1122 0.004157 0.980356 0.980330 1.325016 1.323689 1.000000 1.000000 1.000000
1123 0.004157 0.980358 0.980326 1.325026 1.323679 1.000000 1.000000 1.000000
1124 0.004157 0.980363 0.980339 1.325043 1.323715 1.000000 1.000000 1.000000
1125 0.004157 0.980363 0.980343 1.325029 1.323726 1.000000 1.000000 1.000000
1126 0.004157 0.980357 0.980326 1.325009 1.323680 1.000000 1.000000 1.000000
1127 0.004157 0.980363 0.980318 1.325035 1.323657 1.000000 1.000000 1.000000
1128 0.004157 0.980366 0.980337 1.325049 1.323710 1.000000 1.000000 1.000000
1129 0.004157 0.980358 0.980339 1.325014 1.323715 1.000000 1.000000 1.000000
1130 0.004157 0.980360 0.980337 1.325022 1.323709 1.000000 1.000000 1.000000
1131 0.004157 0.980344 0.980321 1.324986 1.323665 0.999999 1.000000 1.000000
1132 0.004157 0.980364 0.980334 1.325038 1.323700 1.000000 1.000000 1.000000
1133 0.004157 0.980361 0.980336 1.325032 1.323707 1.000000 1.000000 1.000000
1134 0.004157 0.980358 0.980334 1.325024 1.323701 1.000000 1.000000 1.000000
1135 0.004157 0.980360 0.980336 1.325026 1.323706 1.000000 1.000000 1.000000
1136 0.004157 0.980343 0.980334 1.324944 1.323700 1.000000 1.000000 1.000000
1137 0.004157 0.980351 0.980319 1.324972 1.323659 1.000000 1.000000 1.000000
1138 0.004157 0.980367 0.980335 1.325052 1.323704 1.000000 1.000000 1.000000
1139 0.004157 0.980361 0.980339 1.325030 1.323713 1.000000 1.000000 1.000000
1140 0.004157 0.980357 0.980339 1.325001 1.323716 1.000000 1.000000 1.000000
1141 0.004320 0.979609 0.979555 1.323057 1.321602 1.000000 1.000000 1.000000
1142 0.004320 0.979601 0.979578 1.323016 1.321665 1.000000 1.000000 1.000000
1143 0.004320 0.979609 0.979567 1.323058 1.321634 1.000000 1.000000 1.000000
1144 0.004320 0.979591 0.979572 1.322977 1.321649 1.000000 1.000000 1.000000
1145 0.004320 0.979597 0.979564 1.322997 1.321626 1.000000 1.000000 1.000000
1146 0.004320 0.979602 0.979578 1.323025 1.321663 1.000000 1.000000 1.000000
1147 0.004320 0.979606 0.979576 1.323043 1.321658 1.000000 1.000000 1.000000
1148 0.004320 0.979581 0.979551 1.322956 1.321591 1.000000 1.000000 1.000000
1149 0.004320 0.979595 0.979559 1.323009 1.321613 1.000000 1.000000 1.000000
1150 0.004320 0.979588 0.979580 1.322946 1.321669 1.000000 1.000000 1.000000
1151 0.004320 0.979605 0.979577 1.323044 1.321663 1.000000 1.000000 1.000000
1152 0.004320 0.979607 0.979583 1.323044 1.321677 1.000000 1.000000 1.000000
1153 0.004320 0.979604 0.979579 1.323038 1.321667 1.000000 1.000000 1.000000
1154 0.004320 0.979600 0.979576 1.323012 1.321658 1.000000 1.000000 1.000000
1155 0.004320 0.979598 0.979567 1.323022 1.321635 1.000000 1.000000 1.000000
1156 0.004320 0.979596 0.979580 1.322992 1.321670 1.000000 1.000000 1.000000
1157 0.004320 0.979602 0.979570 1.323038 1.321643 1.000000 1.000000 1.000000
1158 0.004320 0.979597 0.979576 1.323004 1.321659 1.000000 1.000000 1.000000
1159 0.004320 0.979589 0.979556 1.322978 1.321604 1.000000 1.000000 1.000000
1160 0.004320 0.979573 0.979560 1.322921 1.321617 1.000000 1.000000 1.000000
1161 0.004320 0.979590 0.979566 1.322997 1.321631 1.000000 1.000000 1.000000
1162 0.004320 0.979599 0.979567 1.323003 1.321636 1.000000 1.000000 1.000000
1163 0.004320 0.979592 0.979579 1.322968 1.321665 1.000000 1.000000 1.000000
1164 0.004320 0.979589 0.979572 1.322967 1.321648 1.000000 1.000000 1.000000
1165 0.004320 0.979577 0.979561 1.322937 1.321618 1.000000 1.000000 1.000000
1166 0.004320 0.979602 0.979568 1.323023 1.321637 1.000000 1.000000 1.000000
1167 0.004320 0.979584 0.979569 1.322958 1.321639 1.000000 1.000000 1.000000
1168 0.004320 0.979604 0.979582 1.323029 1.321674 1.000000 1.000000 1.000000
1169 0.004320 0.979586 0.979567 1.322958 1.321635 1.000000 1.000000 1.000000
1170 0.004320 0.979589 0.979575 1.322948 1.321655 1.000000 1.000000 1.000000
1171 0.004489 0.978818 0.978783 1.320982 1.319535 1.000000 1.000000 1.000000
1172 0.004489 0.978813 0.978785 1.320953 1.319542 1.000000 1.000000 1.000000
1173 0.004489 0.978811 0.978783 1.320948 1.319536 1.000000 1.000000 1.000000
1174 0.004489 0.978800 0.978761 1.320923 1.319477 1.000000 1.000000 1.000000
1175 0.004489 0.978793 0.978776 1.320883 1.319518 1.000000 1.000000 1.000000
1176 0.004489 0.978804 0.978765 1.320924 1.319487 1.000000 1.000000 1.000000
1177 0.004489 0.978812 0.978782 1.320965 1.319532 1.000000 1.000000 1.000000
1178 0.004489 0.978819 0.978785 1.320986 1.319541 1.000000 1.000000 1.000000
1179 0.004489 0.978817 0.978778 1.320973 1.319522 1.000000 1.000000 1.000000
1180 0.004489 0.978798 0.978763 1.320919 1.319482 1.000000 1.000000 1.000000
1181 0.004489 0.978812 0.978782 1.320955 1.319532 1.000000 1.000000 1.000000
1182 0.004489 0.978816 0.978773 1.320968 1.319508 1.000000 1.000000 1.000000
1183 0.004489 0.978820 0.978783 1.320986 1.319536 1.000000 1.000000 1.000000
1184 0.004489 0.978803 0.978785 1.320921 1.319540 1.000000 1.000000 1.000000
1185 0.004489 0.978800 0.978776 1.320890 1.319517 1.000000 1.000000 1.000000
1186 0.004489 0.978797 0.978769 1.320918 1.319499 1.000000 1.000000 1.000000
1187 0.004489 0.978799 0.978779 1.320892 1.319524 1.000000 1.000000 1.000000
1188 0.004489 0.978812 0.978785 1.320941 1.319542 1.000000 1.000000 1.000000
1189 0.004489 0.978794 0.978762 1.320895 1.319481 1.000000 1.000000 1.000000
1190 0.004489 0.978797 0.978770 1.320897 1.319502 1.000000 1.000000 1.000000
1191 0.004489 0.978818 0.978792 1.320978 1.319558 1.000000 1.000000 1.000000
1192 0.004489 0.978815 0.978787 1.320973 1.319546 1.000000 1.000000 1.000000
1193 0.004489 0.978803 0.978777 1.320941 1.319520 1.000000 1.000000 1.000000
1194 0.004489 0.978804 0.978777 1.320944 1.319519 1.000000 1.000000 1.000000
1195 0.004489 0.978814 0.978784 1.320956 1.319539 1.000000 1.000000 1.000000
1196 0.004489 0.978822 0.978786 1.320997 1.319543 1.000000 1.000000 1.000000
1197 0.004489 0.978820 0.978790 1.320985 1.319554 1.000000 1.000000 1.000000
1198 0.004489 0.978805 0.978788 1.320908 1.319549 1.000000 1.000000 1.000000
1199 0.004489 0.978801 0.978783 1.320910 1.319536 1.000000 1.000000 1.000000
1200 0.004489 0.978818 0.978790 1.320978 1.319554 1.000000 1.000000 1.000000
1201 0.004665 0.977989 0.977944 1.318829 1.317304 1.000000 1.000000 1.000000
1202 0.004665 0.978002 0.977962 1.318858 1.317352 1.000000 1.000000 1.000000
1203 0.004665 0.977998 0.977961 1.318845 1.317348 1.000000 1.000000 1.000000
1204 0.004665 0.977960 0.977940 1.318712 1.317295 1.000000 1.000000 1.000000
1205 0.004665 0.977979 0.977963 1.318762 1.317355 1.000000 1.000000 1.000000
1206 0.004665 0.978002 0.977972 1.318863 1.317380 1.000000 1.000000 1.000000
1207 0.004665 0.977992 0.977956 1.318838 1.317336 1.000000 1.000000 1.000000
1208 0.004665 0.977995 0.977961 1.318846 1.317349 1.000000 1.000000 1.000000
1209 0.004665 0.977993 0.977967 1.318820 1.317366 1.000000 1.000000 1.000000
1210 0.004665 0.977992 0.977964 1.318819 1.317358 1.000000 1.000000 1.000000
1211 0.004665 0.978000 0.977963 1.318849 1.317354 1.000000 1.000000 1.000000
1212 0.004665 0.977997 0.977968 1.318827 1.317369 1.000000 1.000000 1.000000
1213 0.004665 0.978002 0.977970 1.318859 1.317373 1.000000 1.000000 1.000000
1214 0.004665 0.978005 0.977973 1.318871 1.317381 1.000000 1.000000 1.000000
1215 0.004665 0.977990 0.977953 1.318809 1.317328 1.000000 1.000000 1.000000
1216 0.004665 0.977976 0.977950 1.318761 1.317320 1.000000 1.000000 1.000000
1217 0.004665 0.977986 0.977974 1.318770 1.317384 1.000000 1.000000 1.000000
